language_code,word,pinyin,meaning_en,frequency_rank,source_freq,source_dict
en,chief,,chief,721,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wedding,,wedding,722,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,strange,,strange,723,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,general,,general,724,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pain,,pain,725,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kidding,,kidding,726,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,decided,,decided,727,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ya,,ya,728,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pass,,pass,729,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tired,,tired,730,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,class,,class,731,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,officer,,officer,732,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kept,,kept,733,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wake,,wake,734,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,worse,,worse,735,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,busy,,busy,736,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,eh,,eh,737,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mistake,,mistake,738,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kiss,,kiss,739,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,court,,court,740,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,building,,building,741,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,finish,,finish,742,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,during,,during,743,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,age,,age,744,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ship,,ship,745,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,caught,,caught,746,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,marry,,marry,747,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,meant,,meant,748,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sell,,sell,749,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dark,,dark,750,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,watching,,watching,751,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,system,,system,752,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,suppose,,suppose,753,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,evidence,,evidence,754,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,movie,,movie,755,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ride,,ride,756,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,t,,t,757,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,completely,,completely,758,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mouth,,mouth,759,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,totally,,totally,760,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,birthday,,birthday,761,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tv,,tv,762,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,forgive,,forgive,763,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,born,,born,764,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,imagine,,imagine,765,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,information,,information,766,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,instead,,instead,767,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,definitely,,definitely,768,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,security,,security,769,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,certainly,,certainly,770,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,film,,film,771,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,month,,month,772,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lying,,lying,773,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,unless,,unless,774,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,train,,train,775,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seven,,seven,776,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wear,,wear,777,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,clothes,,clothes,778,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,michael,,michael,779,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hotel,,hotel,780,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,christmas,,christmas,781,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,attack,,attack,782,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hasn,,hasn,783,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,round,,round,784,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,expect,,expect,785,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sing,,sing,786,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,terrible,,terrible,787,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,george,,george,788,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bag,,bag,789,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,history,,history,790,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,blue,,blue,791,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,near,,near,792,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,broke,,broke,793,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,station,,station,794,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seriously,,seriously,795,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,forever,,forever,796,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,david,,david,797,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,frank,,frank,798,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,except,,except,799,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thinks,,thinks,800,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,message,,message,801,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,entire,,entire,802,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,joe,,joe,803,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,table,,table,804,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,talked,,talked,805,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,across,,across,806,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,rock,,rock,807,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lovely,,lovely,808,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,handle,,handle,809,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,middle,,middle,810,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,buddy,,buddy,811,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,paid,,paid,812,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,protect,,protect,813,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,using,,using,814,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,floor,,floor,815,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ran,,ran,816,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,swear,,swear,817,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,spend,,spend,818,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,situation,,situation,819,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ring,,ring,820,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anywhere,,anywhere,821,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dangerous,,dangerous,822,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bill,,bill,823,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,york,,york,824,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,army,,army,825,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lead,,lead,826,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bought,,bought,827,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,finished,,finished,828,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fair,,fair,829,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sun,,sun,830,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,letter,,letter,831,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fool,,fool,832,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,attention,,attention,833,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,club,,club,834,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,simple,,simple,835,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,interesting,,interesting,836,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,space,,space,837,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,test,,test,838,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,box,,box,839,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,group,,group,840,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,single,,single,841,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sitting,,sitting,842,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,marriage,,marriage,843,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,join,,join,844,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fear,,fear,845,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,d,,d,846,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,peace,,peace,847,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,forgot,,forgot,848,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,force,,force,849,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,short,,short,850,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,normal,,normal,851,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,charlie,,charlie,852,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,present,,present,853,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,enjoy,,enjoy,854,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mike,,mike,855,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,crime,,crime,856,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,horse,,horse,857,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ground,,ground,858,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,american,,american,859,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,count,,count,860,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,area,,area,861,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,charge,,charge,862,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,honor,,honor,863,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lunch,,lunch,864,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,miles,,miles,865,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,radio,,radio,866,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,idiot,,idiot,867,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ball,,ball,868,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,surprise,,surprise,869,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,paper,,paper,870,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,key,,key,871,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,boat,,boat,872,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,quickly,,quickly,873,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gold,,gold,874,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bar,,bar,875,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fish,,fish,876,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mark,,mark,877,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tom,,tom,878,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wearing,,wearing,879,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,crying,,crying,880,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,accident,,accident,881,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,government,,government,882,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,eight,,eight,883,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fell,,fell,884,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cover,,cover,885,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,certain,,certain,886,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,interested,,interested,887,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,deep,,deep,888,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,star,,star,889,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sea,,sea,890,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,agree,,agree,891,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,problems,,problems,892,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,detective,,detective,893,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,prison,,prison,894,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,major,,major,895,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stick,,stick,896,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,offer,,offer,897,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,difficult,,difficult,898,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,smart,,smart,899,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,personal,,personal,900,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,record,,record,901,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stopped,,stopped,902,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hide,,hide,903,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,whether,,whether,904,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bank,,bank,905,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,trip,,trip,906,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,relax,,relax,907,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,america,,america,908,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,public,,public,909,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,list,,list,910,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,afternoon,,afternoon,911,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,brain,,brain,912,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fix,,fix,913,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bastard,,bastard,914,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,proud,,proud,915,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tea,,tea,916,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,service,,service,917,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,screaming,,screaming,918,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,forward,,forward,919,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,angry,,angry,920,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,park,,park,921,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,soul,,soul,922,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fighting,,fighting,923,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,peter,,peter,924,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,rich,,rich,925,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,agent,,agent,926,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,blow,,blow,927,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,paul,,paul,928,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dress,,dress,929,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mary,,mary,930,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,missed,,missed,931,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,scene,,scene,932,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,killing,,killing,933,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,standing,,standing,934,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,saved,,saved,935,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mm,,mm,936,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,respect,,respect,937,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,killer,,killer,938,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ice,,ice,939,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mess,,mess,940,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tough,,tough,941,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,feels,,feels,942,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,church,,church,943,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sad,,sad,944,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cell,,cell,945,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,drunk,,drunk,946,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,share,,share,947,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,camera,,camera,948,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mm-hmm,,mm-hmm,949,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,within,,within,950,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,card,,card,951,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fly,,fly,952,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ben,,ben,953,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,girlfriend,,girlfriend,954,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,laugh,,laugh,955,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,smell,,smell,956,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,broken,,broken,957,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mum,,mum,958,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,honest,,honest,959,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,often,,often,960,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,starting,,starting,961,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,calls,,calls,962,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,y,,y,963,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,spent,,spent,964,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,third,,third,965,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,english,,english,966,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,visit,,visit,967,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mama,,mama,968,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,judge,,judge,969,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,window,,window,970,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hungry,,hungry,971,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dare,,dare,972,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,relationship,,relationship,973,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,moved,,moved,974,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,prove,,prove,975,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,private,,private,976,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wall,,wall,977,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seat,,seat,978,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,i-i,,i-i,979,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,position,,position,980,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lieutenant,,lieutenant,981,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,realize,,realize,982,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lt,,lt,983,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,especially,,especially,984,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,machine,,machine,985,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,walking,,walking,986,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,art,,art,987,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pleasure,,pleasure,988,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bloody,,bloody,989,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,college,,college,990,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,french,,french,991,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,involved,,involved,992,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cry,,cry,993,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,became,,became,994,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lived,,lived,995,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,impossible,,impossible,996,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,obviously,,obviously,997,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,neither,,neither,998,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,accept,,accept,999,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,boyfriend,,boyfriend,1000,hermitdave-frequencywords-en-50k,dictionaryapi-dev
